epoch,train_loss,train_acc,test_loss,test_acc,lr,epoch_time_s
32,0.9244672903442382,0.81378,1.0763048099517822,0.7521,0.09424067180748692,15.966977834701538
33,0.9164504554748535,0.81808,1.0400689195632935,0.7693,0.09381533400219318,15.990127086639404
34,0.9205084814453125,0.81646,0.9643263916015625,0.8013,0.09337587608588588,15.994668245315552
35,0.9166764779281616,0.8207,1.0270109028816223,0.7727,0.09292243968009331,15.98456597328186
36,0.9200676295852661,0.81826,0.9801900539398193,0.7931,0.09245517091110969,15.9775972366333
37,0.9174212894821167,0.81852,0.9848757787704467,0.7878,0.09197422036290387,15.976838111877441
38,0.9193823166275025,0.81902,1.0065567865371705,0.7773,0.09147974302859158,15.966882944107056
39,0.9176786331748963,0.81954,1.0021004257202148,0.7779,0.0909718982604866,15.959652662277222
40,0.9100870927429199,0.82318,1.0066227766036988,0.7765,0.09045084971874738,15.954848766326904
41,0.9133639535140992,0.8208,0.9773441646575928,0.7967,0.08991676531863507,15.988088607788086
42,0.9112373122596741,0.8188,0.9849762157440185,0.7869,0.0893698171764006,15.971137046813965
43,0.9107005715179444,0.82138,1.0043351900100708,0.7741,0.08881018155381766,15.961036682128906
44,0.9094856072425842,0.82168,0.9390299968719482,0.8148,0.08823803880137993,15.95374059677124
45,0.9133051529312134,0.8199,1.0215657218933105,0.7692,0.08765357330018056,15.9634268283844
46,0.9123598122406006,0.82092,1.246011014175415,0.6771,0.08705697340249274,15.985360383987427
47,0.9047098002815247,0.82258,1.0758273328781127,0.7461,0.08644843137107058,15.936890125274658
48,0.9094298818588257,0.8213,1.058448193359375,0.7591,0.08582814331718962,15.941961765289307
49,0.9095961256408691,0.82386,1.0150999402999878,0.7748,0.08519630913744725,15.96349310874939
50,0.9057422621154785,0.8231,0.942074695777893,0.8107,0.08455313244934325,15.943490982055664
51,0.905020952758789,0.82356,0.9318113645553588,0.8058,0.08389882052566106,15.96373963356018
52,0.9025923709487915,0.8252,1.0146243099212646,0.7762,0.0832335842276713,15.974356889724731
53,0.9063359675979614,0.82456,0.9925016508102417,0.7842,0.08255763793717869,15.904367923736572
54,0.9020568531799317,0.82656,1.0038017511367798,0.7827,0.08187119948743449,15.92977499961853
55,0.8987018947601318,0.82666,0.955092041015625,0.7993,0.08117449009293669,15.972303628921509
56,0.9004805139160156,0.82492,1.0227920797348022,0.7765,0.08046773427814041,15.936777830123901
57,0.8953181170272827,0.83066,0.9620407983779907,0.7933,0.07975115980510186,15.949454307556152
58,0.8991997687339782,0.82634,0.9350558146476745,0.8076,0.07902499760007868,15.956810474395752
59,0.8989848167419433,0.82782,0.9893646003723144,0.7914,0.07828948167911073,15.929410696029663
60,0.8984209309387207,0.82612,0.9556608158111572,0.804,0.07754484907260513,15.931820631027222
61,0.8926011863899231,0.83,0.9803887985229492,0.7898,0.07679133974894983,15.996062278747559
62,0.9003964173889161,0.82544,1.076419031906128,0.7521,0.07602919653718043,15.993136882781982
63,0.8964328677749633,0.82634,1.0958396945953368,0.7493,0.07525866504872507,15.952742099761963
64,0.8963325675964355,0.82716,0.9235402605056763,0.8109,0.07447999359825262,15.931938648223877
65,0.8898214308166504,0.83208,0.9356198011398316,0.8108,0.07369343312364994,15.960287809371948
66,0.8912831728553772,0.82978,0.9629162433624268,0.7999,0.07289923710515338,15.939728021621704
67,0.8913945907974243,0.82898,0.946215432357788,0.8014,0.07209766148366135,15.98339295387268
68,0.8884452031898499,0.83106,1.090822420501709,0.7479,0.07128896457825364,15.929649829864502
69,0.8889727278518677,0.83048,0.9934191749572754,0.781,0.07047340700294454,15.943845748901367
70,0.8834382176971436,0.8348,1.0408411724090576,0.7635,0.06965125158269618,15.914305210113525
71,0.884016485042572,0.83442,0.8660829756736755,0.8422,0.0688227632687196,15.941503524780273
72,0.8813537446975708,0.83592,0.9005864699363708,0.8239,0.06798820905309036,15.895390272140503
73,0.8833256711387635,0.8358,0.936729545211792,0.8069,0.06714785788270658,15.925240755081177
74,0.8764795721435547,0.83532,0.9202417304992676,0.8135,0.06630198057261709,15.954124689102173
75,0.8764701448440552,0.8358,1.2136573686599732,0.7073,0.06545084971874737,15.90877652168274
76,0.8711216505813598,0.83914,0.8898193387985229,0.8364,0.06459473961005167,15.917595863342285
77,0.8729060739898682,0.83668,0.900352551651001,0.8246,0.06373392614011951,15.909559488296509
78,0.866245791130066,0.84198,0.9837219825744629,0.7912,0.06286868671826512,15.934046745300293
79,0.8710924156951905,0.83866,0.9605333709716797,0.8033,0.061999300180128294,15.904674530029297
80,0.8629349332809448,0.84122,0.9472330132484436,0.8049,0.06112604669781572,15.91482925415039
81,0.864258749961853,0.842,1.1262579605102538,0.7278,0.060249207689611534,15.909552097320557
82,0.865331455116272,0.8414,0.9063815992355346,0.823,0.05936906572928624,15.928284645080566
83,0.8575437789154052,0.84472,0.9061357332229614,0.8205,0.05848590445503345,15.92298698425293
84,0.8587733010864258,0.84402,1.0093736280441283,0.7813,0.057600008478063375,15.916572570800781
85,0.8538037243652343,0.84616,0.9039390432357788,0.8218,0.05671166329088278,15.898029565811157
86,0.8515474283599853,0.84598,0.9019830997467041,0.8273,0.05582115517529114,15.944779396057129
87,0.8531056566619873,0.8455,0.8586722690582276,0.8432,0.054928771110122177,15.960336446762085
88,0.8495692418289185,0.84938,0.8979970741271973,0.8288,0.05403479867876087,15.902795791625977
89,0.8479458793640137,0.84918,0.8826827259063721,0.832,0.05313952597646568,15.912662267684937
90,0.8417145407867431,0.85124,0.8996478916168212,0.8232,0.052243241517525754,15.907867670059204
91,0.8441186384391784,0.85102,0.9273650701522828,0.8168,0.05134623414228315,15.923598527908325
92,0.839557292804718,0.85352,0.8779494041442871,0.8385,0.05044879292404989,15.920756340026855
93,0.8355119657325745,0.8541,0.9085671438217163,0.8261,0.04955120707595011,15.934361696243286
94,0.8359181575012207,0.85526,0.8894169385910035,0.829,0.04865376585771687,15.937568187713623
95,0.8342930002403259,0.85416,0.8535464442253112,0.8455,0.04775675848247427,15.900025129318237
96,0.8298692248916626,0.85694,0.8969381519317627,0.8287,0.04686047402353433,15.937876224517822
97,0.82890961769104,0.85714,0.8755636392593383,0.8374,0.045965201321239144,15.912356853485107
98,0.8250511614227295,0.85886,0.8855623843193055,0.831,0.04507122888987783,15.902608394622803
99,0.823957046546936,0.85944,0.8281428828239441,0.8566,0.044178844824708866,15.912976264953613
100,0.8197342476272583,0.86074,0.8515147218704223,0.8445,0.04328833670911725,15.92612600326538
101,0.8149687607192994,0.86326,0.8690454957962036,0.8367,0.042399991521936645,15.892987251281738
102,0.8127232375907898,0.86548,0.8996538984298706,0.8281,0.04151409554496656,15.917031288146973
103,0.8075456522369385,0.86696,0.9004006134033203,0.8269,0.040630934270713764,15.915249586105347
104,0.8096978399276733,0.86666,0.843997441482544,0.8486,0.039750792310388486,15.938843965530396
105,0.8057494079971314,0.86748,0.8693618625640869,0.8417,0.03887395330218429,15.935068607330322
106,0.8044249431991577,0.86766,0.9023625787734986,0.8254,0.038000699819871704,15.940929174423218
107,0.7988832563018798,0.8697,0.8377613090515137,0.8535,0.03713131328173489,15.963574886322021
108,0.7961394078826904,0.8726,0.9110250441551209,0.8213,0.0362660738598805,15.942331075668335
109,0.7950706443786622,0.8716,0.8386705284118652,0.8523,0.03540526038994834,15.972550868988037
110,0.7935595878219605,0.87268,0.8281213140487671,0.857,0.03454915028125263,15.942092895507812
111,0.7884277277755737,0.87542,0.8172638706207276,0.861,0.03369801942738291,15.968347311019897
112,0.7840088205909729,0.87644,0.8365444370269776,0.8509,0.03285214211729343,16.00414204597473
113,0.7824204180908203,0.87862,0.8474703254699707,0.8504,0.03201179094690967,15.963275909423828
114,0.7779660467529297,0.87978,0.8197744311332703,0.8625,0.0311772367312804,16.005149602890015
115,0.7737558070755005,0.88252,0.8438975190162659,0.8518,0.030348748417303825,15.987500429153442
116,0.7698931019020081,0.88246,0.8041725644111634,0.8682,0.029526592997055484,16.013888359069824
117,0.7671155144882202,0.88468,0.8143325942993164,0.8622,0.02871103542174637,15.963121175765991
118,0.7630299629974365,0.88692,0.8430835101127625,0.8504,0.02790233851633868,15.979071617126465
119,0.7633296777153015,0.88506,0.8103526289939881,0.8651,0.02710076289484663,15.969770193099976
120,0.7587869347763061,0.8888,0.8096186511993408,0.8646,0.02630656687635007,15.985757112503052
121,0.7530213891983032,0.88978,0.7883807179450989,0.8764,0.025520006401747397,15.95815134048462
122,0.7514198687362671,0.89122,0.7978617937088013,0.8676,0.024741334951274948,15.98807668685913
123,0.7466847863388062,0.8931,0.7671119203567505,0.883,0.023970803462819587,15.944278478622437
124,0.7420753135108947,0.89646,0.7844509037017823,0.8794,0.02320866025105016,15.972115993499756
125,0.7386585535049438,0.89682,0.7808870107650757,0.8793,0.02245515092739488,15.975322008132935
126,0.7370775511550903,0.89844,0.8262664758682251,0.8593,0.02171051832088928,15.962925434112549
127,0.7346778372192383,0.8982,0.8215019428253174,0.8598,0.020975002399921325,15.960811138153076
128,0.7281087524795532,0.90126,0.7794890100479126,0.8812,0.020248840194898157,15.99597430229187
129,0.7214506894683838,0.9044,0.7719116079330445,0.8825,0.0195322657218596,15.918694019317627
130,0.7219140937042237,0.90282,0.7713852775573731,0.8826,0.018825509907063328,15.946563959121704
131,0.7174463898658753,0.9057,0.763801778793335,0.8873,0.018128800512565515,15.955290079116821
132,0.7108952731323243,0.90954,0.7596925147056579,0.889,0.01744236206282132,15.937541007995605
133,0.7105482965278626,0.90876,0.75280502576828,0.891,0.016766415772328732,15.950982093811035
134,0.7047284550476074,0.91226,0.7930002784729004,0.8753,0.016101179474338968,15.969041585922241
135,0.7015690322685242,0.91276,0.7697822477340698,0.8838,0.015446867550656768,15.937634468078613
136,0.6935565003585815,0.9165,0.7548574327468872,0.8893,0.014803690862552754,15.969149112701416
137,0.6933741435241699,0.91666,0.740240706729889,0.8968,0.014171856682810386,15.939187049865723
138,0.6880950291633606,0.91882,0.7328724647521973,0.8999,0.013551568628929435,15.922764301300049
139,0.682003725681305,0.92246,0.752906653213501,0.8896,0.01294302659750727,15.918281078338623
140,0.678506042137146,0.92284,0.7350893658638,0.8975,0.012346426699819458,15.931530475616455
141,0.6734969707107544,0.92638,0.7425675415039062,0.8935,0.01176196119862008,15.955186128616333
142,0.6698888286590576,0.92748,0.7472854051589966,0.8951,0.011189818446182359,15.923624515533447
143,0.6642783761405945,0.92966,0.7221727069854736,0.905,0.010630182823599399,15.946871519088745
144,0.6591903731918335,0.93132,0.7236415885925293,0.9062,0.010083234681364933,15.955686569213867
145,0.6536606075286865,0.93386,0.7277772665023804,0.9029,0.009549150281252633,15.916169166564941
146,0.6504543736839294,0.93592,0.7264068893432617,0.9027,0.009028101739513406,15.92577338218689
147,0.6449186626052856,0.9383,0.7262511395454406,0.9042,0.008520256971408452,15.910648345947266
148,0.6393185557937622,0.94154,0.7144362725257873,0.9089,0.008025779637096137,15.96031141281128
149,0.6375403566932678,0.94176,0.7056248723030091,0.9132,0.007544829088890326,15.946894407272339
150,0.6327989812278747,0.9433,0.731536038684845,0.9029,0.007077560319906695,15.9303138256073
151,0.6254137254905701,0.94766,0.7087267774581909,0.9118,0.006624123914114122,15.911027193069458
152,0.6198664193725586,0.94986,0.706044289779663,0.9168,0.006184665997806833,15.891386270523071
153,0.6175849617576599,0.95098,0.6967651823043823,0.9165,0.005759328192513075,15.956160306930542
154,0.6079805422782898,0.95472,0.7047178461074829,0.9138,0.005348247569355736,15.88597321510315
155,0.6044162851715088,0.95634,0.6982595783233643,0.916,0.004951556604879049,15.905860185623169
156,0.6004324423980713,0.95818,0.7047031534194946,0.9138,0.004569383138356276,15.949723243713379
157,0.5957364479827881,0.9605,0.6918645906448364,0.9199,0.004201850330591678,15.921133518218994
158,0.5894182473373413,0.9638,0.6919016735076904,0.9205,0.003849076624230136,15.940710306167603
159,0.5870556155967712,0.964,0.6856971809387207,0.9247,0.0035111757055874327,15.91226077079773
160,0.5813812930107116,0.96758,0.6875222882270813,0.9243,0.00318825646801314,15.933951377868652
161,0.5768551917076111,0.96924,0.6886947988510131,0.9247,0.002880422976798264,15.910914659500122
162,0.5722494698905944,0.97088,0.6880014022827149,0.924,0.002587774435638679,15.887893199920654
163,0.5681805510711669,0.97336,0.6862369758605957,0.926,0.0023104051546654013,15.926439046859741
164,0.5638499064445496,0.97528,0.6821419214248657,0.9277,0.002048404520051722,15.900444984436035
165,0.5616307234382629,0.97666,0.6818116648674011,0.9281,0.001801856965207338,15.923154592514038
166,0.5589776445388794,0.97698,0.679173934173584,0.9284,0.0015708419435684464,15.909326553344727
167,0.5556747675132752,0.97846,0.6810805467605591,0.9294,0.0013554339029927531,15.916476726531982
168,0.5509343470954895,0.98092,0.6825774475097657,0.9272,0.0011557022617676217,15.9471914768219
169,0.5459005691719055,0.98366,0.6806991477012634,0.9287,0.0009717113862389992,15.931430578231812
170,0.547051304473877,0.98318,0.6808538164138794,0.9283,0.0008035205700685166,15.919767618179321
171,0.5435955139160156,0.9844,0.6819625356674194,0.9284,0.0006511840151252169,15.941738605499268
172,0.5420705776786804,0.98584,0.6812397729873657,0.9285,0.0005147508140182555,15.930521726608276
173,0.540582130241394,0.9858,0.6808753087997437,0.9283,0.0003942649342761118,15.960160970687866
174,0.539942789402008,0.98658,0.6806821212768555,0.9289,0.00028976520417742794,15.929197311401367
175,0.5396028213310242,0.98678,0.679579984664917,0.9305,0.0002012853002380466,15.966432809829712
176,0.5382388108444214,0.9876,0.6787660953521728,0.9318,0.00012885373635829756,15.91630220413208
177,0.5380134181976318,0.98724,0.6789302520751953,0.9298,7.249385463395375e-05,15.931808948516846
178,0.5364445712852478,0.98764,0.6793091283798218,0.9306,3.22238178339318e-05,15.96502161026001
179,0.536113830909729,0.98806,0.6788961225509643,0.9298,8.056603547090813e-06,15.94066333770752
180,0.5374234410667419,0.98698,0.6795922888755799,0.9304,0.0,15.925425052642822
